FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-16,0,-33,13,22,13,10,30,53,0,-17,2,9,-22,1,54,10,8,74,40,82,49,42
-18,-8,-38,0,29,12,12,21,48,-3,-11,5,-3,-26,0,45,1,7,75,27,74,49,-62
-13,-11,-35,-11,39,13,13,20,46,1,-3,7,-8,-22,4,34,-8,11,69,17,62,48,-167
-7,-12,-26,-22,46,12,11,22,40,7,2,5,-10,-15,7,20,-17,15,55,7,46,43,-273
-4,-15,-15,-34,45,3,5,19,24,9,1,-4,-14,-11,4,-1,-26,12,31,-7,26,32,-379
-6,-22,-7,-49,33,-15,-5,6,-3,4,-5,-21,-25,-13,-8,-29,-34,0,1,-26,2,15,-476
-12,-33,-3,-63,13,-34,-16,-13,-34,-4,-12,-37,-39,-20,-25,-56,-38,-14,-28,-46,-22,-2,-554
-18,-41,-5,-73,-11,-49,-25,-32,-60,-13,-16,-49,-48,-25,-38,-73,-37,-27,-49,-61,-42,-17,-605
-20,-43,-8,-74,-34,-53,-31,-51,-78,-19,-15,-52,-53,-25,-44,-77,-29,-35,-59,-67,-57,-28,-631
-16,-37,-8,-68,-51,-46,-36,-67,-86,-22,-11,-48,-54,-18,-39,-69,-17,-40,-64,-64,-67,-35,-635
-9,-24,-1,-59,-59,-34,-42,-78,-85,-19,-8,-42,-50,-6,-28,-56,-4,-40,-67,-53,-75,-41,-625
-1,-8,10,-48,-63,-20,-46,-81,-81,-14,-8,-37,-44,6,-14,-43,8,-37,-71,-42,-81,-48,-609
5,5,22,-36,-62,-7,-49,-75,-76,-6,-9,-32,-38,15,-2,-32,19,-30,-76,-35,-83,-52,-599
12,17,30,-21,-57,4,-48,-60,-66,4,-7,-27,-31,20,9,-24,31,-18,-78,-33,-79,-48,-603
18,26,31,-5,-48,14,-43,-37,-47,12,-1,-20,-20,22,17,-18,42,-2,-70,-29,-68,-36,-622
20,31,22,8,-39,24,-35,-8,-23,15,4,-13,-6,21,22,-13,49,10,-53,-22,-51,-23,-645
11,29,5,14,-35,28,-29,17,-1,7,2,-8,6,14,20,-11,47,10,-35,-14,-34,-13,-665
-8,19,-17,11,-35,22,-30,27,11,-11,-9,-12,11,-2,8,-15,33,-5,-19,-9,-22,-13,-676
-31,3,-39,2,-35,9,-37,24,12,-31,-26,-21,9,-25,-10,-23,9,-29,-8,-5,-14,-21,-673
-50,-10,-52,-5,-30,-4,-43,18,9,-42,-39,-30,6,-43,-24,-27,-15,-48,1,3,-6,-29,-649
-57,-15,-52,-7,-18,-11,-39,15,10,-40,-43,-31,3,-50,-27,-22,-33,-55,14,14,5,-28,-606
-53,-14,-43,-4,-1,-14,-26,13,16,-28,-40,-27,-1,-47,-23,-13,-43,-50,26,25,18,-15,-557
-41,-9,-34,0,15,-13,-10,15,24,-13,-35,-19,-2,-37,-17,-3,-48,-39,35,33,29,5,-516
-27,-6,-30,1,26,-12,4,19,31,-3,-30,-11,-1,-29,-14,7,-48,-26,37,33,37,26,-489
-19,-8,-31,-2,28,-13,12,20,31,0,-28,-6,1,-29,-18,13,-48,-18,34,22,39,41,-476
-17,-16,-39,-9,22,-22,11,13,21,-4,-27,-4,2,-39,-27,14,-48,-17,25,4,36,49,-472
-20,-27,-51,-19,10,-37,2,1,6,-10,-24,-5,3,-53,-38,10,-48,-21,15,-15,30,52,-470
-24,-38,-62,-31,-5,-55,-7,-15,-10,-17,-18,-7,1,-67,-46,1,-47,-24,1,-32,23,47,-464
-31,-46,-66,-45,-24,-74,-14,-34,-25,-24,-12,-12,-8,-76,-49,-15,-47,-25,-16,-45,13,35,-450
-37,-53,-64,-58,-44,-90,-19,-56,-40,-34,-10,-20,-23,-81,-50,-37,-49,-26,-39,-57,2,17,-434
-42,-59,-56,-68,-65,-100,-25,-77,-57,-44,-14,-29,-41,-82,-52,-59,-51,-27,-64,-69,-13,-5,-425
-47,-63,-44,-72,-85,-102,-36,-91,-74,-51,-22,-37,-55,-80,-55,-78,-51,-26,-86,-79,-28,-27,-424
-52,-64,-31,-72,-98,-94,-48,-96,-89,-53,-32,-39,-62,-76,-56,-88,-45,-22,-97,-83,-41,-47,-419
-56,-62,-18,-65,-104,-78,-58,-87,-95,-49,-40,-33,-58,-66,-54,-88,-33,-15,-93,-79,-51,-59,-400
-55,-55,-8,-53,-100,-58,-64,-64,-89,-38,-41,-20,-44,-46,-46,-76,-14,-4,-75,-64,-57,-62,-371
-48,-40,-1,-36,-89,-35,-62,-32,-71,-20,-33,-2,-24,-18,-34,-54,9,13,-49,-41,-56,-57,-341
-33,-19,7,-14,-71,-11,-54,1,-46,1,-15,16,-1,15,-16,-25,33,36,-20,-14,-46,-47,-319
-12,7,16,13,-48,15,-42,28,-19,24,9,31,22,47,6,9,55,58,7,15,-29,-35,-306
11,34,27,42,-21,40,-29,46,4,44,35,39,41,72,30,42,71,74,32,41,-10,-18,-300
